y,x
80.1971180707472,-2.56661798270341
96.1003375570631,-2.12698409168343
102.216390504202,-2.04183626014959
115.876434212627,-0.949271208190263
111.296920376459,-0.771168522142502
111.321147325622,-0.34786388198669
112.83671847666,-0.338177568081063
101.681681800669,-0.205398218418752
104.730789262497,-0.0327317051945641
92.0514701445099,0.111471206585709
98.4914341947388,0.168873997826511
84.0446187436171,0.457007227145424
78.9791130464892,0.662217650791199
87.4399527217928,0.707355464997015
76.6596801766987,0.865902775562442
64.2271531127629,1.40068049189751
69.0833748263349,1.85721131168524
67.7166334138073,2.18089095484842
65.407652636407,2.272024104019
88.850432917585,2.72352253559128
81.8739626287759,2.72583573414687
132.056544390389,3.34873473275084
157.942161537721,3.70746519419431
193.043993533617,3.92030501113335
198.945062756343,3.94817102467165
